OfferID,CategoryID
11904,110000
11904,110300
11905,110000
11905,110300
11906,110000
11906,110100
11907,110000
11907,110200
11907,110300
11908,110000
11908,110100
11909,110000
11909,110300
11910,110000
11910,110300
11911,110000
11911,110100
11912,110000
11912,110100
11912,110200
11912,110300
11912,110400
11912,110500
11913,60000
11913,60700
11913,110000
11913,110100
11914,110000
11914,110100
11915,60000
11915,60700
11916,110000
11916,110100
11917,110000
11917,110300
11918,110000
11918,110300
11919,110000
11919,110300
11920,110000
11920,110500
11921,140000
11921,140200
11922,140000
11922,140200
11923,60000
11923,60700
11924,110000
11924,110500
11925,10000
11925,10900
11926,10000
11926,10900
11927,10000
11927,40000
11927,60000
11928,10000
11928,10100
11929,10000
11929,10100
11930,10000
11930,10100
11931,10000
11931,10100
11932,10000
11932,10100
11933,10000
11933,10100
11933,10700
11934,10000
11934,10100
11934,10700
11935,10000
11935,10100
11936,10000
11936,10100
11936,10600
11936,10700
11936,11000
11937,10000
11937,10700
11938,10000
11938,10700
11939,10000
11939,10700
11940,10000
11940,10700
11941,10000
11941,10700
11942,10000
11942,10700
11943,110000
11943,110100
11944,10000
11944,10900
11945,10000
11945,10900
11946,10000
11946,10900
11947,10000
11947,10900
11948,10000
11948,10900
11949,10000
11949,10900
11950,10000
11950,10900
11951,10000
11951,10900
11952,10000
11952,10900
11953,10000
11953,10900
11954,100000
11955,100100
11955,100200
11955,100400
11956,100000
11956,100400
11957,100000
11957,100100
11958,100000
11958,100100
11959,60000
11959,60100
11960,10000
11960,10100
11960,10200
11961,10000
11961,10100
11961,10200
11962,10000
11962,10200
11963,10000
11963,40000
11964,10000
11964,10200
11965,40000
11965,40800
11965,100000
11965,100400
11966,10000
11966,10200
11967,10000
11967,10200
11968,10000
11968,10100
11968,10200
11968,10400
11968,10900
11968,100100
11969,10000
11969,10200
11969,10400
11970,10000
11970,10100
11970,10400
11971,40000
11971,40600
11972,40000
11972,40500
11973,40000
11974,40000
11974,40200
11975,10000
11975,10300
11976,110000
11976,110100
11977,10000
11977,10600
11978,100000
11978,100400
11979,10000
11979,10900
11980,10000
11980,10900
11981,10000
11981,10900
11982,10000
11982,10900
11983,10000
11983,10900
11984,10000
11984,10900
11984,70000
11985,10000
11985,10900
11986,10000
11986,10900
11987,10000
11987,10900
11988,10000
11988,10900
11989,10000
11989,10900
11990,10000
11990,10900
11991,10000
11991,10900
11992,10000
11992,10900
11993,10000
11993,10900
11994,10000
11994,10900
11995,10000
11995,10900
11996,10000
11996,10900
11997,10000
11997,10900
11998,10000
11998,10900
11999,10000
11999,10900
12000,110000
12000,110100
12001,10000
12001,10200
12002,10000
12002,10200
12003,70000
12004,70000
12005,70000
12006,70000
12007,70000
12008,60000
12008,60400
12009,60000
12009,60400
12010,60000
12010,60400
12011,60000
12011,60400
12012,60000
12012,60400
12013,60000
12013,60400
12014,150000
12014,150500
12015,150000
12015,150100
12015,150200
12016,100000
12016,100100
12017,100000
12017,100100
12018,100000
12018,100100
12019,70000
12020,50000
12020,50100
12021,10000
12021,10100
12022,10000
12022,10700
12023,10000
12023,10200
12023,10400
12024,10000
12024,10200
12024,10400
12025,10000
12025,11000
12026,10000
12026,10900
12027,50000
12027,50100
12028,50000
12028,50100
12029,50000
12029,50100
12030,10000
12030,10100
12030,10200
12031,150000
12031,150300
12032,150000
12032,150500
12033,150000
12033,150400
12034,90000
12034,90300
12035,10900
12035,11000
12036,40000
12036,40100
12037,10000
12037,10500
12038,10000
12038,10500
12039,10000
12039,10900
12040,10000
12040,10900
12041,10000
12041,10900
12042,10000
12042,10900
12043,10000
12043,10900
12044,10000
12044,10900
12045,10000
12045,10900
12046,10000
12046,10900
12047,10000
12047,10900
12048,10000
12048,10900
12049,10000
12049,10900
12050,10000
12050,10900
12051,10000
12051,10900
12052,10000
12052,10900
12053,10000
12053,10900
12054,10000
12054,10900
12055,10000
12055,10900
12056,10000
12056,10200
12056,10400
12057,10000
12057,10100
12057,10200
12057,10400
12057,10800
12057,10900
12057,11000
12057,110100
12058,10000
12058,10200
12058,10400
12059,10000
12059,10200
12059,10400
12060,10000
12060,10200
12060,10400
12061,40800
12061,100000
12061,100400
12062,40800
12062,100000
12062,100400
12063,100000
12063,100400
12064,10000
12064,10100
12064,10200
12065,10000
12065,10100
12065,10200
12066,10000
12066,10100
12066,10200
12067,10000
12067,10100
12067,10200
12068,30000
12069,10000
12069,10300
12070,10000
12070,10200
12070,10400
12071,10000
12071,10200
12071,10400
12072,10000
12072,10200
12072,10400
12073,10000
12073,10200
12073,10400
12074,100000
12074,100100
12075,10000
12075,10100
12076,10000
12076,11000
12077,90000
12077,90500
12077,90600
12078,10000
12078,10100
12079,10000
12079,10200
12079,10400
12080,10000
12080,10700
12081,10000
12081,10200
12081,10400
12082,10000
12082,10200
12083,10000
12083,10200
12083,10400
12084,90000
12084,90600
12085,10000
12085,10700
12086,10000
12086,10100
12087,10000
12087,10700
12088,10000
12088,10700
12089,10000
12089,10200
12089,10400
12090,10000
12090,10700
12091,10000
12091,10200
12091,10400
12092,90000
12092,90200
12093,10000
12093,10200
12093,10400
12094,10000
12094,10700
12095,100000
12095,100100
12096,10000
12096,10700
12097,10000
12097,10200
12097,10400
12098,10000
12098,10200
12098,10400
12099,10000
12099,10200
12100,70000
12101,70000
12102,70000
12103,100000
12103,100400
12104,150700
12105,100000
12105,100100
12106,100000
12106,100100
12107,10000
12107,10100
12108,10000
12108,10100
12108,10200
12109,10000
12109,10800
12110,10000
12110,10100
12110,10200
12110,10300
12110,10600
12110,10700
12110,10800
12110,10900
12110,11000
12110,40400
12110,40600
12110,100000
12110,100100
12110,100400
12110,150700
12111,10000
12111,10100
12111,10200
12111,10300
12111,10600
12111,10700
12111,10800
12111,10900
12111,11000
12111,40400
12111,40600
12111,100000
12111,100100
12111,100400
12111,150700
12112,40000
12112,40400
12112,150000
12112,150700
12113,10000
12113,100000
12114,40000
12114,40800
12114,100000
12115,100000
12115,100100
12116,10000
12116,10900
12117,100000
12117,100100
12118,10000
12118,100000
12119,40000
12119,40600
12120,10000
12120,10100
12121,10000
12121,10100
12122,80000
12123,80000
12124,50000
12124,50100
12125,10000
12125,10700
12126,10000
12126,10700
12127,10000
12127,10700
12128,150400
12129,150400
12130,150400
12131,50000
12131,50100
12132,50000
12132,50100
12133,50000
12133,50100
12134,10000
12134,10200
12135,90000
12135,90400
12136,100000
12136,100100
12137,70000
12138,70000
12139,70000
12140,110000
12140,110200
12140,140100
12141,110000
12141,110200
12141,140100
12142,60000
12142,60400
12143,60000
12143,60400
12144,60000
12144,60400
12144,60600
12144,60800
12145,10000
12145,40000
12146,30000
12147,40000
12147,40800
12148,10000
12148,10200
12148,10400
12149,40000
12149,40600
12150,40000
12150,40600
12151,40000
12151,40600
12152,150000
12152,150600
12153,50000
12153,50200
12154,60100
12155,50000
12155,50100
12156,50000
12156,50100
12157,40000
12157,40300
12158,40000
12158,40300
12159,40000
12159,40400
12159,40600
12160,40000
12160,40400
12161,100000
12161,100100
12162,100000
12162,100100
12163,10000
12163,10800
12164,110000
12164,110100
12165,10000
12165,10900
12166,10000
12166,10100
12166,10200
12166,10400
12167,10000
12167,10100
12168,150000
12168,150700
12169,100000
12169,100100
12170,100000
12170,100100
12170,100400
12171,100000
12171,100100
12172,100000
12172,100300
12173,100000
12173,100300
12174,150000
12174,150600
12175,150000
12175,150600
12176,150000
12176,150100
12176,150500
12176,150600
12177,150000
12177,150600
12178,150000
12178,150600
12179,150000
12179,150500
12180,150000
12180,150400
12181,150000
12181,150400
12182,10000
12182,10100
12182,10200
12182,10300
12182,10400
12182,10700
12182,10800
12182,10900
12182,11000
12182,40000
12182,40100
12182,40300
12182,40400
12182,40500
12182,40600
12182,40700
12182,40800
12182,90000
12182,90200
12182,90300
12182,90400
12182,100000
12182,100100
12182,100200
12182,100400
12183,10000
12183,10100
12183,10200
12183,10300
12183,10400
12183,10700
12183,10800
12183,10900
12183,11000
12183,40000
12183,40100
12183,40300
12183,40400
12183,40500
12183,40600
12183,40700
12183,40800
12183,90000
12183,90200
12183,90300
12183,90400
12183,100000
12183,100100
12183,100200
12183,100400
12184,10000
12184,10100
12184,10200
12184,10300
12184,10400
12184,10700
12184,10800
12184,10900
12184,11000
12184,40000
12184,40100
12184,40300
12184,40400
12184,40500
12184,40600
12184,40700
12184,40800
12184,90000
12184,90200
12184,90300
12184,90400
12184,100000
12184,100100
12184,100200
12184,100400
12185,10000
12185,10100
12185,10200
12185,10300
12185,10400
12185,10700
12185,10800
12185,10900
12185,11000
12185,40000
12185,40100
12185,40300
12185,40400
12185,40500
12185,40600
12185,40700
12185,40800
12185,90000
12185,90200
12185,90300
12185,90400
12185,100000
12185,100100
12185,100200
12185,100400
12186,10000
12186,10100
12186,10200
12186,10300
12186,10400
12186,10700
12186,10800
12186,10900
12186,11000
12186,40000
12186,40100
12186,40300
12186,40400
12186,40500
12186,40600
12186,40700
12186,40800
12186,90000
12186,90200
12186,90300
12186,90400
12186,100000
12186,100100
12186,100200
12186,100400
12187,10000
12187,10100
12187,10200
12187,10300
12187,10400
12187,10700
12187,10800
12187,10900
12187,11000
12187,40000
12187,40100
12187,40300
12187,40400
12187,40500
12187,40600
12187,40700
12187,40800
12187,90000
12187,90200
12187,90300
12187,90400
12187,100000
12187,100100
12187,100200
12187,100400
12188,10000
12188,10100
12188,10200
12188,10300
12188,10400
12188,10700
12188,10800
12188,10900
12188,11000
12188,40000
12188,40100
12188,40300
12188,40400
12188,40500
12188,40600
12188,40700
12188,40800
12188,90000
12188,90200
12188,90300
12188,90400
12188,100000
12188,100100
12188,100200
12188,100400
12189,10000
12189,10100
12189,10200
12189,10300
12189,10400
12189,10700
12189,10800
12189,10900
12189,11000
12189,40000
12189,40100
12189,40300
12189,40400
12189,40500
12189,40600
12189,40700
12189,40800
12189,90000
12189,90200
12189,90300
12189,90400
12189,100000
12189,100100
12189,100200
12189,100400
12190,10000
12190,10100
12190,10200
12190,10300
12190,10400
12190,10700
12190,10800
12190,10900
12190,11000
12190,40000
12190,40100
12190,40300
12190,40400
12190,40500
12190,40600
12190,40700
12190,40800
12190,90000
12190,90200
12190,90300
12190,90400
12190,100000
12190,100100
12190,100200
12190,100400
12191,10000
12191,10100
12191,10200
12191,10300
12191,10400
12191,10700
12191,10800
12191,10900
12191,11000
12191,40000
12191,40100
12191,40300
12191,40400
12191,40500
12191,40600
12191,40700
12191,40800
12191,90000
12191,90200
12191,90300
12191,90400
12191,100000
12191,100100
12191,100200
12191,100400
12192,10000
12192,10100
12192,10200
12192,10300
12192,10400
12192,10700
12192,10800
12192,10900
12192,11000
12192,40000
12192,40100
12192,40300
12192,40400
12192,40500
12192,40600
12192,40700
12192,40800
12192,90000
12192,90200
12192,90300
12192,90400
12192,100000
12192,100100
12192,100200
12192,100400
12193,20000
12194,20000
12195,20000
12196,20000
12197,20000
12198,20000
12199,80000
12200,80000
12201,80000
12202,10000
12202,10200
12202,10400
12203,10000
12203,10200
12203,10400
12204,10000
12204,10100
12205,10000
12205,10100
12205,10300
12205,10700
12205,10900
12205,40400
12205,40600
12206,10000
12206,10800
12207,10000
12207,10700
12208,10000
12208,10100
12208,10200
12208,10700
12209,10000
12209,10300
12210,10000
12210,10300
12211,10000
12211,10300
12212,150000
12212,150200
12213,150000
12213,150300
12214,150000
12214,150300
12215,60000
12215,60700
12215,70000
12216,70000
12217,10000
12217,10900
12218,70000
12219,10000
12219,10900
12219,11000
12219,70000
12220,70000
12221,10000
12221,10600
12222,70000
12223,100000
12223,100100
12224,100000
12224,100100
12225,100000
12225,100100
12226,100000
12226,100100
12227,100000
12227,100100
12228,100000
12228,100100
12229,100000
12229,100100
12230,100000
12230,100100
12231,100000
12231,100100
12232,10000
12232,10200
12232,10400
12233,10000
12233,10200
12233,10400
12234,10100
12234,10200
12234,10400
12234,10600
12234,10700
12234,10800
12234,10900
12234,11000
12234,110100
12235,150000
12235,150500
12236,150000
12236,150600
12237,150000
12237,150100
12238,50000
12238,50100
12239,50000
12239,50100
12240,10000
12240,10600
12241,10000
12241,10900
12242,10000
12242,10200
12242,11000
12243,10000
12243,10200
12243,11000
12244,10000
12244,10200
12245,10000
12245,10200
12246,10000
12246,11000
12247,10000
12247,10500
12248,10000
12248,10200
12248,10600
12248,10800
12248,10900
12248,11000
12248,40600
12249,10000
12249,10200
12250,10000
12250,10200
12251,10800
12252,10000
12252,10200
12252,10600
12252,10800
12252,10900
12252,11000
12252,40600
12253,10000
12253,10200
12253,11000
12254,40000
12254,40600
12255,10000
12255,10200
12256,100000
12256,100100
12257,100000
12257,100100
12258,100000
12258,100100
12259,100000
12260,100000
12260,100100
12261,100000
12261,100100
12262,60700
12262,100000
12262,100100
12262,100200
12262,100400
12262,150700
12263,60700
12263,100000
12263,100100
12263,100200
12263,100400
12263,150700
12264,60700
12264,100000
12264,100100
12264,100200
12264,100400
12264,150700
12265,60700
12265,100000
12265,100100
12265,100200
12265,100400
12265,150700
12266,60700
12266,100000
12266,100100
12266,100200
12266,100400
12266,150700
12267,60700
12267,100000
12267,100100
12267,100200
12267,100400
12267,150700
12268,60700
12268,100000
12268,100100
12268,100200
12268,100400
12268,150700
12269,60700
12269,100000
12269,100100
12269,100200
12269,100400
12269,150700
12270,100000
12270,100100
12271,60700
12271,100000
12271,100100
12271,100200
12271,100400
12271,150700
12272,60700
12272,100000
12272,100100
12272,100200
12272,100400
12272,150700
12273,60700
12273,100000
12273,100100
12273,100200
12273,100400
12273,150700
12274,100000
12274,100100
12275,100000
12275,100100
12276,90000
12276,90600
12276,100000
12276,100100
12276,100400
12277,100000
12277,100100
12278,110100
12279,110000
12279,110300
12280,10000
12280,10200
12280,10400
12281,10000
12281,10100
12282,10000
12282,11000
12283,70000
12284,10000
12284,10200
12284,10400
12285,10000
12285,10100
12285,10200
12286,10000
12286,10900
12287,10000
12287,10100
12287,10200
12287,10700
12288,10000
12288,10100
12288,10200
12288,10300
12288,10400
12288,10600
12288,10700
12288,11000
12288,100000
12288,100100
12288,110000
12288,110100
12289,10000
12289,10700
12290,10000
12290,10200
12290,10400
12291,10000
12291,11000
12292,10000
12292,10100
12292,10400
12293,40000
12293,40500
12293,40600
12294,10000
12294,10200
12294,10600
12294,10800
12294,10900
12295,10000
12295,10200
12295,10600
12295,10800
12295,10900
12296,10000
12296,10200
12297,10000
12297,10900
12298,10000
12298,10100
12299,10000
12299,10200
12300,10000
12300,10100
12300,10200
12300,10400
12300,11000
12300,110100
12301,10000
12301,11000
12302,110000
12302,110100
12303,10000
12303,10100
12304,10000
12304,10200
12304,10400
12305,10000
12305,10100
12306,10000
12306,10100
12306,10200
12306,10400
12307,10000
12307,10700
12308,10000
12308,10700
12309,10000
12309,10700
12310,10000
12310,10700
12311,10000
12311,10100
12311,10200
12312,90000
12312,90400
12313,10000
12313,11000
12314,10000
12314,10100
12315,90000
12315,90400
12316,70000
12317,10000
12317,10800
12318,90000
12318,90200
12319,90000
12319,90200
12319,90400
12320,40000
12320,40600
12321,10500
12321,60000
12321,60700
12321,110000
12321,110100
12321,110200
12321,110300
12321,110400
12321,110500
12322,110000
12322,110300
12323,110000
12323,110300
12324,110000
12324,110300
12325,140000
12325,140200
12326,90000
12326,90400
12327,110000
12327,110300
12328,10000
12328,10200
12328,10400
12329,150000
12329,150400
12330,110000
12330,110300
12331,10000
12331,10100
12331,10200
12331,10300
12331,10400
12331,10600
12331,10700
12331,11000
12331,100000
12331,100100
12331,110000
12331,110100
12332,10000
12332,10200
12332,10500
12333,10000
12333,10100
12333,10200
12333,40000
12333,40600
12333,100000
12333,100100
12333,110000
12333,110100
12334,10000
12334,10100
12334,10200
12335,70000
12336,70000
12337,70000
12338,70000
12339,70000
12340,70000
12341,70000
12342,70000
12343,70000
12344,100000
12344,100400
12345,10000
12345,10200
12346,10000
12346,10200
12347,10000
12347,10200
12348,10000
12348,10200
12349,10000
12349,10100
12350,10000
12350,10100
12351,60000
12351,60700
12352,40000
12352,40800
12353,100000
12353,100100
12354,10000
12354,10700
12355,100000
12355,100400
12356,90000
12356,90400
12357,10000
12357,10700
12358,10000
12358,10700
12359,40000
12359,40800
12360,40000
12360,40800
12361,10000
12361,10700
12362,40000
12362,40800
12363,40000
12363,40800
12364,40000
12364,40800
12365,10000
12365,10600
12366,110000
12366,110100
12367,40000
12367,40800
12368,100000
12368,100100
12369,100000
12369,100100
12370,100000
12370,100400
12371,10000
12371,10700
12372,100000
12372,100100
12373,10000
12373,10700
12374,100000
12374,100400
12375,40000
12375,40400
12376,40000
12376,40400
12377,40000
12377,40400
12378,10000
12378,10700
12379,10000
12379,10700
12380,100000
12380,100100
12381,100000
12381,100100
12382,40000
12382,40800
12383,100000
12383,100200
12384,100000
12384,100100
12385,100000
12385,100200
12386,100000
12386,100400
12387,100000
12387,100400
12388,40000
12388,40800
12389,90000
12389,90500
12390,100000
12390,100100
12391,100000
12391,100100
12392,10000
12392,10200
12393,100000
12393,100400
12394,40000
12394,40800
12395,40000
12395,40800
12396,40000
12396,40800
12397,40000
12397,40800
12398,40000
12398,40800
12399,40000
12399,40800
12400,100000
12400,100200
12401,100000
12401,100100
12402,110000
12402,110200
12403,100000
12403,100200
12404,100000
12404,100100
12405,100000
12405,100100
12406,100000
12406,100200
12407,100000
12407,100100
12408,100000
12408,100100
12409,100000
12409,100400
12410,40000
12411,100000
12411,100100
12412,100000
12412,100200
12413,110000
12413,110200
12414,70000
12415,40000
12415,40800
12416,40000
12416,40800
12417,10000
12417,10700
12418,10000
12418,10700
12419,40000
12419,40800
12420,40000
12420,40800
12421,40000
12421,40800
12422,100000
12422,100100
12423,100000
12423,100100
12424,10000
12424,11000
12425,10000
12425,10200
12426,10000
12426,10200
12427,10000
12427,10200
12428,10000
12428,10200
12429,10000
12429,10700
12430,10000
12430,10700
12431,10000
12431,10700
12432,110000
12432,110100
12433,10000
12433,10700
12434,40000
12434,40600
12435,40000
12435,40600
12436,40000
12436,40600
12437,40000
12437,40600
12438,40000
12438,40600
12439,40000
12439,40600
12440,40000
12440,40600
12441,40000
12441,40600
12442,40000
12442,40600
12443,40000
12443,40600
12444,60000
12444,60100
12444,90000
12444,90500
12445,60000
12445,60100
12445,90000
12445,90500
12446,70000
12447,70000
12448,70000
12449,70000
12450,70000
12451,70000
12452,70000
12453,70000
12454,70000
12455,70000
12456,70000
12457,70000
12458,70000
12459,70000
12460,70000
12461,150000
12461,150100
12462,150000
12462,150100
12463,150000
12463,150100
12464,40000
12464,40600
12465,40400
12465,40600
12466,40600
12467,50000
12467,50100
12468,50000
12468,50200
12469,50000
12469,50100
12470,50000
12470,50100
12471,50000
12471,50100
12472,10000
12472,10200
12472,10400
12473,10000
12473,10200
12473,10300
12473,10400
12473,10500
12473,10600
12473,10700
12473,10800
12473,10900
12473,11000
12473,150700
12474,10000
12474,10900
12475,10000
12475,10900
12476,10000
12476,10900
12477,10000
12477,10100
12477,10200
12478,10000
12478,10100
12478,10200
12479,10000
12479,10100
12479,10200
12480,10000
12480,10100
12480,10200
12481,10000
12481,10100
12481,10200
12482,10000
12482,10100
12482,10200
12483,10000
12483,10100
12483,10200
12483,10700
12484,10000
12484,10100
12484,10200
12485,10000
12485,10100
12485,10200
12486,10000
12486,10100
12486,10200
12487,10000
12487,10100
12488,60000
12488,60800
12489,10000
12489,10200
12489,10400
12490,10000
12490,10100
12490,10200
12490,10400
12490,110100
12491,10000
12491,10200
12492,30000
12493,40000
12493,40800
12494,40000
12494,40500
12495,40000
12495,40500
12496,40000
12496,40100
12497,60000
12497,60700
12498,30000
12499,30000
12499,40100
12499,40400
12499,40500
12500,40000
12500,40600
12501,40000
12501,40600
12502,40000
12502,40500
12503,40000
12503,40200
12504,40000
12504,40200
12505,40000
12505,40200
12506,60000
12506,60500
12507,40000
12507,40200
12508,60000
12508,60500
12509,60000
12509,60500
12510,60000
12510,60500
12511,60000
12511,60500
12512,60000
12512,60500
12513,60000
12513,60500
12514,60000
12514,60500
12515,60000
12515,60500
12516,40000
12516,40200
12517,10000
12517,10800
12518,10000
12518,10900
12519,60000
12519,60700
12520,70000
12520,90200
12520,90300
12520,90400
12520,90600
12521,60000
12521,60100
12521,90000
12521,90500
12522,70000
12523,70000
12524,40000
12524,70000
12525,10000
12525,10300
12526,70000
12527,70000
12528,90000
12528,90500
12529,30000
12529,60000
12529,60100
12530,70000
12531,70000
12532,70000
12533,10000
12533,10700
12534,10000
12534,10800
12534,70000
12535,60000
12535,60700
12536,70000
12537,70000
12538,70000
12539,70000
12540,70000
12541,70000
12542,70000
12543,70000
12544,70000
12545,70000
12546,70000
12547,70000
12548,70000
12548,100000
12548,100100
12549,70000
12550,70000
12551,70000
12552,70000
12553,70000
12554,70000
12555,70000
12556,70000
12557,70000
12558,90000
12558,90500
12559,150000
12559,150500
12560,150000
12560,150500
12561,40700
12562,40000
12563,40000
12564,10000
12564,10600
12565,10000
12565,10600
12566,10000
12566,10600
12567,60000
12567,60100
12568,10000
12568,10700
12569,10000
12569,10200
12570,10000
12570,10200
12570,10400
12571,150000
12571,150100
12572,60000
12572,60100
12572,90000
12572,90500
12573,150000
12573,150100
12574,10000
12574,10200
12575,40000
12575,40600
12576,40000
12576,40500
12577,150000
12577,150500
12578,150000
12578,150100
12579,150000
12579,150100
12580,150000
12580,150500
12581,150000
12581,150100
12581,150500
12582,150000
12582,150100
12582,150200
12582,150300
12582,150500
12582,150600
12583,150000
12583,150500
12584,150000
12584,150300
12585,150000
12585,150200
12586,150000
12586,150500
12587,150000
12587,150200
12588,150000
12588,150200
12589,150000
12589,150100
12590,150000
12590,150500
12591,150000
12591,150500
12592,150000
12592,150500
12593,150000
12593,150500
12594,150000
12594,150200
12595,150000
12595,150200
12596,10000
12596,10100
12596,10200
12597,60700
12598,80000
12599,80000
12600,80000
12601,100000
12601,100100
12602,100000
12602,100100
12603,100000
12603,100100
12604,80000
12605,80000
12606,80000
12607,80000
12608,80000
12609,90000
12609,90300
12609,90400
12610,10000
12610,10900
12611,40000
12611,40100
12612,40000
12612,40600
12613,80000
12614,80000
12615,80000
12616,10000
12616,10200
12616,10400
12617,40000
12617,40800
12618,10000
12618,10600
12619,40000
12619,40300
12620,40000
12621,40000
12622,40000
12623,40000
12624,40000
12625,40000
12625,40800
12626,40000
12626,40300
12626,40400
12626,40500
12626,40800
12627,40000
12627,40300
12627,40400
12627,40500
12627,40800
12628,40000
12628,40300
12628,40400
12628,40500
12628,40800
12629,40000
12629,40300
12629,40400
12629,40500
12629,40800
12630,40000
12630,40300
12630,40400
12630,40500
12630,40800
12631,40000
12631,40300
12631,40400
12631,40500
12631,40800
12632,40000
12632,40300
12632,40400
12632,40500
12632,40800
12633,40000
12633,40300
12633,40400
12633,40500
12633,40800
12634,40000
12634,40300
12634,40400
12634,40500
12634,40800
12635,40000
12635,40400
12635,40500
12635,40600
12635,40800
12636,40000
12636,40800
12636,100000
12636,100400
12637,40000
12637,40800
12638,40000
12638,40800
12639,40000
12639,40500
12640,40000
12640,40500
12641,40000
12641,40500
12642,40000
12642,40500
12643,40000
12643,40500
12644,40000
12644,40500
12645,10000
12645,10100
12645,10200
12645,10300
12645,10600
12645,10700
12645,10800
12645,110000
12645,110100
12646,10100
12646,10200
12646,10300
12646,10400
12646,10600
12646,10700
12646,10800
12646,10900
12646,11000
12646,30000
12646,40100
12646,40300
12646,40400
12646,40600
12646,40700
12646,40800
12646,60500
12646,60700
12646,70000
12646,90200
12646,90500
12646,90600
12646,100400
12646,110100
12646,140100
12646,150700
12647,50100
12647,80000
12648,80000
12649,50100
12650,10100
12650,10800
12650,11000
12651,10100
12651,11000
12652,10100
12653,10000
12653,10100
12654,10000
12654,11000
12655,150000
12655,150700
12656,70000
12657,70000
12657,100400
12658,70000
12658,100400
12658,140000
12658,140100
12659,70000
12659,140000
12659,140100
12660,70000
12660,100400
12661,70000
12661,140000
12661,140100
12662,70000
12662,140000
12662,140100
12663,70000
12663,140000
12663,140100
12664,70000
12664,140000
12664,140100
12665,70000
12665,140000
12665,140100
12666,90000
12666,90300
12667,10000
12667,10100
12667,10200
12667,70000
12668,10000
